technical_name, millesime, price, parker_rating
SMITH_HAUT_LAFITTE, 2000, 96, 95
SMITH_HAUT_LAFITTE, 2001, 72, 92
SMITH_HAUT_LAFITTE, 2002, 59, 90
SMITH_HAUT_LAFITTE, 2003, 54, 91
SMITH_HAUT_LAFITTE, 2004, 60, 93
SMITH_HAUT_LAFITTE, 2005, 121, 98
SMITH_HAUT_LAFITTE, 2006, 84, 93
SMITH_HAUT_LAFITTE, 2007, 57, 91
SMITH_HAUT_LAFITTE, 2008, 56, 92
SMITH_HAUT_LAFITTE, 2009, 177, 100
SMITH_HAUT_LAFITTE, 2010, 140, 98
SMITH_HAUT_LAFITTE, 2011, 60, 94
SMITH_HAUT_LAFITTE, 2012, 72, 95
SMITH_HAUT_LAFITTE, 2013, 55, 90
SOUTARD, 1989, 41, 90
SOUTARD, 1990, 39, 88
SOUTARD, 1992, 18, 77
SOUTARD, 1993, 20, 87
SOUTARD, 1994, 18, 88
SOUTARD, 2000, 33, 87
SOUTARD, 2001, 27, 85-86
SOUTARD, 2005, 36, 86
SOUTARD, 2006, 23, 84
SOUTARD, 2007, 25, 87
SOUTARD, 2008, 26, 89
SOUTARD, 2009, 37, 91
SOUTARD, 2010, 36, 90
SOUTARD, 2011, 31, 88
SOUTARD, 2012, 28, 91
LA_TOUR_CARNET, 1994, 19, 77
LA_TOUR_CARNET, 1995, 21, 80
LA_TOUR_CARNET, 1996, 27, 85
LA_TOUR_CARNET, 1997, 28, 78
LA_TOUR_CARNET, 1998, 25, 84
LA_TOUR_CARNET, 1999, 19, 86
LA_TOUR_CARNET, 2000, 39, 89
LA_TOUR_CARNET, 2001, 33, 91
LA_TOUR_CARNET, 2002, 26, 89
LA_TOUR_CARNET, 2003, 27, 90
LA_TOUR_CARNET, 2004, 24, 90
LA_TOUR_CARNET, 2005, 41, 90
LA_TOUR_CARNET, 2006, 31, 91
LA_TOUR_CARNET, 2007, 28, 89
LA_TOUR_CARNET, 2008, 25, 91
LA_TOUR_CARNET, 2009, 39, 92
LA_TOUR_CARNET, 2010, 33, 93
LA_TOUR_CARNET, 2011, 24, 90
LA_TOUR_CARNET, 2012, 36, 90
LA_TOUR_CARNET, 2013, 20, 87
TOUR_HAUT_BRION, 1989, 78, 88
TOUR_HAUT_BRION, 1990, 77, 85
TOUR_HAUT_BRION, 1991, 34, 85
TOUR_HAUT_BRION, 1992, 41, 87
TOUR_HAUT_BRION, 1993, 37, 88
TOUR_HAUT_BRION, 1994, 41, 89
TOUR_HAUT_BRION, 1995, 55, 89
TOUR_HAUT_BRION, 1996, 45, 87
TOUR_HAUT_BRION, 1997, 54, 86
TOUR_HAUT_BRION, 1998, 34, 89
TOUR_HAUT_BRION, 1999, 48, 90
TOUR_HAUT_BRION, 2000, 58, 92
TOUR_HAUT_BRION, 2001, 45, 89
TOUR_HAUT_BRION, 2002, 54, 88
TOUR_HAUT_BRION, 2003, 44, 86
TOUR_HAUT_BRION, 2004, 48, 88
TOUR_HAUT_BRION, 2005, 60, 89
TROTANOY, 1989, 132, 90
TROTANOY, 1990, 182, 89
TROTANOY, 1992, 63, 88
TROTANOY, 1993, 78, 90
TROTANOY, 1994, 92, 89
TROTANOY, 1995, 168, 93
TROTANOY, 1996, 101, 89
TROTANOY, 1997, 106, 89
TROTANOY, 1998, 240, 96
TROTANOY, 1999, 74, 89
TROTANOY, 2000, 188, 94
TROTANOY, 2001, 119, 90
TROTANOY, 2002, 97, 89
TROTANOY, 2003, 114, 92
TROTANOY, 2004, 96, 89
TROTANOY, 2005, 187, 98
TROTANOY, 2006, 113, 93
TROTANOY, 2007, 108, 89
TROTANOY, 2008, 144, 96
TROTANOY, 2009, 290, 98
TROTANOY, 2010, 240, 98
TROTANOY, 2011, 158, 92
TROTANOY, 2012, 204, 96
GAZIN, 1989, 96, 90
GAZIN, 1990, 84, 89
GAZIN, 1992, 37, 89
GAZIN, 1993, 48, 89
GAZIN, 1994, 46, 90
GAZIN, 1995, 64, 90
GAZIN, 1996, 60, 89
GAZIN, 1997, 40, 87
GAZIN, 1998, 71, 90
GAZIN, 1999, 38, 89
GAZIN, 2000, 72, 92
GAZIN, 2001, 72, 94
GAZIN, 2002, 44, 87
GAZIN, 2003, 46, 87
GAZIN, 2004, 55, 90
GAZIN, 2005, 89, 96
GAZIN, 2006, 59, 92
GAZIN, 2007, 48, 89
GAZIN, 2008, 72, 94
GAZIN, 2009, 78, 96
GAZIN, 2010, 68, 96
GAZIN, 2011, 51, 93
GAZIN, 2012, 54, 95
